id_panel,consecutivo,latitud,longitud,zona,region
P0106,1100106,4.652771,-74.162985,1,1
P0107,1100107,5.708468,-73.208186,2,6
P0108,1100108,11.054253,-74.830484,1,4
P0109,1100109,5.771725,-73.233799,2,6
P0110,1100110,,,1,1
P0111,1100111,3.495130,-76.519398,1,3
P0112,1100112,1.374183,-77.313380,2,8
P0113,1100113,14.11755,-74.698348,2,1
P0114,1100114,4.708027,-74.087014,1,1
P0115,1100115,,-74.979537,2,1
P0116,1100116,1.674595,-77.173856,2,8
P0117,1100117,6.265750,-75.721282,1,2
P0118,1100118,6.267112,-75.617982,1,2
P0119,1100119,"6°20'37.04""N","75°35'19.47""E",1,2
P0120,1100120,4.674354,74.0012,1,1
P0121,1100121,8.784285,-75.737626,2,9
P0122,1100122,8.504258,-74.974002,2,9
P0123,1100123,7.414775,-75.427593,2,7
P0124,1100124,8.555525,-75.650035,2,9
P0125,1100125,5.550522,-72.957443,2,6
P0126,1100126,6.149077,-75.579469,1,2
P0127,1100127,6.235032,-75.581734,1,2
P0128,1100128,4.020977,-74.418012,2,1
P0129,1100129,6.324432,-75.606860,1,2
P0130,1100130,0.000000,0.000000,1,3
P0131,1100131,6.253004,-75.571048,1,2
P0132,1100132,,,2,1
P0133,1100133,6.367524,-75.547138,1,2
P0134,1100134,4.622190,-74.054659,1,1
P0135,1100135,10.954686,-74.783990,1,4
P0136,1100136,"8°08'47.64""N","74°53'0.44""E",2,9
P0137,1100137,8.905861,-75.322443,2,9
P0138,1100138,4.557165,-74.089602,1,1
P0139,1100139,10.390036,-75.539440,1,5
P0140,1100140,4.664430,-73.950181,1,1
P0141,1100141,8.440952,-75.504918,2,9
P0142,1100142,3.454295,-76.485608,1,3
P0143,1100143,7.338483,-75.768575,2,7
P0144,1100144,10.446447,-75.524291,1,5
P0145,1100145,6.147164,-72.603789,2,6
P0146,1100146,4.184661,-74.410447,2,1
P0147,1100147,4.764133,-74.008413,1,1
P0148,1100148,6.245395,-75.660593,1,2
P0149,1100149,6.867043,-75.183411,2,7
P0150,1100150,3.509943,-76.553508,1,3
P0151,1100151,6.170056,-75.592121,1,2
P0152,1100152,8.033141,-75.610254,2,9
P0153,1100153,3.479709,-76.500000,1,3
P0154,1100154,10.462069,-75.530217,1,5
P0155,1100155,4.595468,-74.184565,1,1
P0156,1100156,4.653509,-73.998124,1,1
P0157,1100157,3.387111,-76.544077,1,3
P0158,1100158,4.652125,-74.202258,1,1
P0159,1100159,10.355379,-75.399878,1,5
P0160,1100160,10.996638,-74.820772,1,4
P0161,1100161,3.432178,-76.621069,1,3
P0162,1100162,1.352098,-77.645180,2,8
P0163,1100163,4.806426,-74.067775,1,1
P0164,1100164,5.706073,-72.988166,2,6
P0165,1100165,6.658832,-75.650635,2,7
P0166,1100166,6.932494,-75.138382,2,7
P0167,1100167,6.093788,-72.667979,2,6
P0168,1100168,4.583955,-74.915272,2,1
P0169,1100169,5.946700,-72.934974,2,6
P0170,1100170,10.898709,-74.805278,1,4
P0171,1100171,3.428882,-76.507853,1,3
P0172,1100172,4.626751,-74.034915,1,1
P0173,1100173,1.983970,-77.771348,2,8
P0174,1100174,8.663096,-75.704319,2,9
P0175,1100175,10.984258,-74.755416,1,4
P0176,1100176,3.682338,-74.494858,2,1
P0177,1100177,7.444548,-75.768989,2,7
P0178,1100178,,,2,7
P0179,1100179,6.060832,-73.223152,2,6
P0180,1100180,8.573396,-75.878816,2,9
P0181,1100181,8.230279,75.434596,2,9
P0182,1100182,3.748107,-74.977677,2,1
P0183,1100183,4.643830,-74.202520,1,1
P0184,1100184,1.646659,-77.177491,2,8
P0185,1100185,4.361078,-74.486877,2,1
P0186,1100186,4.662495,-74.130251,1,1
P0187,1100187,4.614853,-73.954281,1,1
P0188,1100188,4.596091,-74.040998,1,1
P0189,1100189,6.255597,-75.488904,1,2
P0190,1100190,1.498778,-77.626802,2,8
P0191,1100191,10.394294,-75.540318,1,5
P0192,1100192,1.653594,-77.588443,2,8
P0193,1100193,6.291901,-75.629420,1,2
P0194,1100194,5.990419,-73.362663,2,6
P0195,1100195,4.291620,-74.527666,2,1
P0196,1100196,0.000000,0.000000,2,7
P0197,1100197,3.407511,-76.575867,1,3
P0198,1100198,6.204737,-75.608372,1,2
P0199,1100199,4.615222,-74.028925,1,1
P0200,1100200,8.259131,-75.499323,2,9
P0201,1100201,3.477754,-76.483540,1,3
P0202,1100202,1.701781,-77.733056,2,8
P0203,1100203,4.618759,-74.176761,1,1
P0204,1100204,4.699407,-74.031857,1,1
P0205,1100205,,,2,9
P0206,1100206,8.278799,-75.729570,2,9
P0207,1100207,5.652648,-73.006032,2,6
P0208,1100208,4.624114,-74.019414,1,1
P0209,1100209,10.365310,-75.545641,1,5
P0210,1100210,10.926587,-74.752884,1,4
P0211,1100211,10.929230,-74.715061,1,4
P0212,1100212,1.901502,-77.479332,2,8
P0213,1100213,4.139388,-74.090502,2,1
P0214,1100214,6.303726,-75.670451,1,2
P0215,1100215,0.000000,0.000000,2,6
P0216,1100216,3.786971,-74.512924,2,1
P0217,1100217,1.185938,-77.464368,2,8
P0218,1100218,8.010733,-75.627893,2,9
P0219,1100219,3.447889,-73.919472,2,1
P0220,1100220,3.366439,-76.472964,1,3
P0221,1100221,"4°40'17.63""N","74°11'58.63""E",1,1
P0222,1100222,1.545262,-77.162692,2,8
P0223,1100223,1.463645,-77.313523,2,8
P0224,1100224,6.237479,-75.536482,1,2
P0225,1100225,4.629310,-74.116877,1,1
P0226,1100226,8.173519,-75.969696,2,9
P0227,1100227,6.297473,-75.476871,1,2
P0228,1100228,4.651487,-74.107201,1,1
P0229,1100229,4.670487,-73.919802,1,1
P0230,1100230,4.540708,-73.928537,1,1
P0231,1100231,6.582224,-75.140723,2,7
P0232,1100232,4.216800,-74.581221,2,1
P0233,1100233,4.697263,-73.904625,1,1
P0234,1100234,6.299040,-75.525340,1,2
P0235,1100235,8.453758,-75.933427,2,9
P0236,1100236,3.377240,-76.494036,1,3
P0237,1100237,6.993412,-75.098272,2,7
P0238,1100238,11.018201,-74.842830,1,4
P0239,1100239,6.270472,-75.547046,1,2
P0240,1100240,7.004888,-75.827799,2,7
P0241,1100241,5.338813,-72.760900,2,6
P0242,1100242,10.972881,-74.841996,1,4
P0243,1100243,3.477520,-76.547088,1,3
P0244,1100244,10.937076,-74.771791,1,4
P0245,1100245,5.782910,-73.164199,2,6
P0246,1100246,10.351799,-75.499694,1,5
P0247,1100247,3.913520,-74.573197,2,1
P0248,1100248,1.422866,-77.199314,2,8
P0249,1100249,8.348090,-75.226302,2,9
P0250,1100250,4.598556,-74.194339,1,1
P0251,1100251,4.550815,-74.125679,1,1
P0252,1100252,4.667568,-74.182519,1,1
P0253,1100253,8.239781,-75.844116,2,9
P0254,1100254,3.543935,-76.537493,1,3
P0255,1100255,10.893499,-74.800017,1,4
P0256,1100256,10.914343,-74.746917,1,4
P0257,1100257,4.646838,-74.154590,1,1
P0258,1100258,6.873133,-75.347372,2,7
P0259,1100259,6.233118,-75.554089,1,2
P0260,1100260,6.116838,-75.721146,2,7
P0261,1100261,6.126431,-75.563152,1,2
P0262,1100262,4.158865,-74.452171,2,1
P0263,1100263,6.234439,-75.596704,1,2
P0264,1100264,3.419146,-76.536805,1,3
P0265,1100265,3.440495,-76.521869,1,3
P0266,1100266,"6°15'54.96""N","75°32'15.31""E",1,2
P0267,1100267,7.096775,-75.188983,2,7
P0268,1100268,"3°26'52.61""N","76°27'7.26""E",1,3
P0269,1100269,3.734394,-74.858014,2,1
P0270,1100270,3.562382,-76.537747,1,3
P0271,1100271,6.159599,-75.514711,1,2
P0272,1100272,"6°11'10.59""N","75°32'22.60""E",1,2
P0273,1100273,6.428694,-75.508264,2,7
P0274,1100274,,,1,1
P0275,1100275,4.496128,-74.117702,1,1
P0276,1100276,6.180278,-75.427543,1,2
P0277,1100277,6.261482,-75.448353,1,2
P0278,1100278,4.623473,-74.044585,1,1
P0279,1100279,4.610454,-74.042260,1,1
P0280,1100280,6.703498,-75.395477,2,7
P0281,1100281,6.260371,-75.612171,1,2
P0282,1100282,3.444916,-76.493296,1,3
P0283,1100283,4.626686,-74.189937,1,1
P0284,1100284,6.205928,75.668872,1,2
P0285,1100285,6.009773,-73.309478,2,6
P0286,1100286,"4°31'20.28""N","73°54'38.66""E",1,1
P0287,1100287,,-77.038872,2,8
P0288,1100288,4.619921,-74.050077,1,1
P0289,1100289,6.588967,-75.559809,2,7
P0290,1100290,7.357402,-75.028034,2,7
P0291,1100291,10.395271,-75.447115,1,5
P0292,1100292,6.244383,-75.603851,1,2
P0293,1100293,3.446062,-76.522594,1,3
P0294,1100294,4.549784,-74.163261,1,1
P0295,1100295,6.062769,-72.645684,2,6
P0296,1100296,8.269780,-75.131125,2,9
P0297,1100297,4.455487,-74.144613,1,1
P0298,1100298,1.263118,-77.785040,2,8
P0299,1100299,3.817986,-73.808311,2,1
P0300,1100300,1.715204,-77.380233,2,8
P0301,1100301,4.573538,-74.192000,1,1
P0302,1100302,4.563670,-74.133407,1,1
P0303,1100303,4.685888,-74.183472,1,1
P0304,1100304,11.038032,-74.754960,1,4
P0305,1100305,8.652134,,2,9
P0306,1100306,10.975345,-74.858837,1,4
P0307,1100307,13.97517,-73.967016,1,1
P0308,1100308,1.340530,-77.565217,2,8
P0309,1100309,,,1,4
P0310,1100310,4.782845,-74.253678,1,1
P0311,1100311,6.018448,-73.197614,2,6
P0312,1100312,10.390038,-75.502386,1,5
P0313,1100313,10.903232,-74.725307,1,4
P0314,1100314,,-75.577136,1,2
P0315,1100315,6.241649,-75.641302,1,2
P0316,1100316,4.721017,,1,1
P0317,1100317,10.980865,74.8039,1,4
P0318,1100318,8.458821,-75.909668,2,9
P0319,1100319,4.654764,-74.042982,1,1
P0320,1100320,1.729005,-77.113319,2,8
P0321,1100321,4.640802,-74.071036,1,1
P0322,1100322,10.915169,-74.824397,1,4
P0323,1100323,4.474236,-74.232530,1,1
P0324,1100324,"8°40'27.42""N","75°43'42.95""E",2,9
P0325,1100325,1.580596,-77.253645,2,8
P0326,1100326,8.558508,-75.950475,2,9
P0327,1100327,6.187012,-75.547917,1,2
P0328,1100328,4.722328,-74.169271,1,1
P0329,1100329,3.361171,-76.584977,1,3
P0330,1100330,1.515133,-78.017560,2,8
P0331,1100331,,,2,9
P0332,1100332,6.255178,-75.508051,1,2
P0333,1100333,6.886147,-75.690818,2,7
P0334,1100334,4.651712,-74.147628,1,1
P0335,1100335,4.581735,-74.154542,1,1
P0336,1100336,"4°38'13.93""N","74°05'28.58""E",1,1
P0337,1100337,3.390654,-76.480264,1,3
P0338,1100338,4.623978,-74.051076,1,1
P0339,1100339,10.927299,-74.756966,1,4
P0340,1100340,,,2,6
P0341,1100341,,,2,9
P0342,1100342,4.496979,-74.185367,1,1
P0343,1100343,5.593633,-73.216471,2,6
P0344,1100344,4.503066,74.011089,1,1
P0345,1100345,4.561440,-74.169292,1,1
P0346,1100346,10.350395,-75.512609,1,5
P0347,1100347,,,1,1
P0348,1100348,6.229547,-75.424193,1,2
P0349,1100349,6.182511,-75.610007,1,2
P0350,1100350,10.875719,-74.792990,1,4
P0351,1100351,4.776639,-74.080771,1,1
P0352,1100352,1.574369,77.456339,2,8
P0353,1100353,4.621539,-74.087490,1,1
P0354,1100354,6.943698,-75.498740,2,7
P0355,1100355,4.675742,74.016623,1,1
P0356,1100356,10.989456,-74.790022,1,4
P0357,1100357,6.369257,-72.703438,2,6
P0358,1100358,8.119133,-75.397066,2,9
P0359,1100359,6.293585,-75.682260,1,2
P0360,1100360,6.286993,-75.514214,1,2
P0361,1100361,5.215205,-72.996108,2,6
P0362,1100362,3.811878,-74.499168,2,1
P0363,1100363,,,2,9
P0364,1100364,4.676704,-74.054393,1,1
P0365,1100365,10.923020,-74.856300,1,4
P0366,1100366,3.525840,-76.455116,1,3
P0367,1100367,8.735958,-75.909695,2,9
P0368,1100368,6.181155,75.491535,1,2
P0369,1100369,3.654502,-74.393572,2,1
P0370,1100370,3.490145,-76.487634,1,3
P0371,1100371,10.952687,-74.813520,1,4
P0372,1100372,10.967722,-74.834186,1,4
P0373,1100373,4.688284,-74.058385,1,1
P0374,1100374,3.497195,-76.475470,1,3
P0375,1100375,7.252287,-75.788606,2,7
P0376,1100376,1.947733,-77.272484,2,8
P0377,1100377,6.167144,-75.596810,1,2
P0378,1100378,"10°24'21.51""N","75°32'12.03""E",1,5
P0379,1100379,7.001056,-75.574628,2,7
P0380,1100380,10.969706,-74.737985,1,4
P0381,1100381,4.666565,-74.114954,1,1
P0382,1100382,7.105347,-75.495097,2,7
P0383,1100383,6.296554,-75.564014,1,2
P0384,1100384,3.454155,-76.503588,1,3
P0385,1100385,5.315809,-72.824244,2,6
P0386,1100386,10.342515,-75.484232,1,5
P0387,1100387,6.932644,-75.035332,2,7
P0388,1100388,4.395345,-74.436547,2,1
P0389,1100389,6.140048,-75.529007,1,2
P0390,1100390,4.756251,-74.090602,1,1
P0391,1100391,6.234349,-75.637395,1,2
P0392,1100392,5.895649,-72.909548,2,6
P0393,1100393,"10°54'53.30""N","74°46'44.48""E",1,4
P0394,1100394,4.470559,-74.412888,2,1
P0395,1100395,11.037736,-74.833690,1,4
P0396,1100396,4.754072,-74.131318,1,1
P0397,1100397,6.253937,-75.565581,1,2
P0398,1100398,3.433781,-74.650386,2,1
P0399,1100399,10.971817,-74.716189,1,4
P0400,1100400,0.000000,0.000000,2,7
P0401,1100401,6.007099,-73.290948,2,6
P0402,1100402,6.297330,-75.607161,1,2
P0403,1100403,7.200662,75.88685,2,7
P0404,1100404,6.191984,-75.581353,1,2
P0405,1100405,1.552377,-77.061461,2,8
P0406,1100406,13.41511,-76.464270,1,3
P0407,1100407,4.580978,-74.127691,1,1
P0408,1100408,3.438391,-76.530261,1,3
P0409,1100409,4.696110,-74.059008,1,1
P0410,1100410,8.572284,-75.559518,2,9
P0411,1100411,10.906452,-74.883435,1,4
P0412,1100412,4.662890,-74.134528,1,1
P0413,1100413,3.525777,-76.452727,1,3
P0414,1100414,3.395786,-76.586452,1,3
P0415,1100415,5.790854,-72.965799,2,6
P0416,1100416,4.360367,-74.874133,2,1
P0417,1100417,3.452195,-76.503046,1,3
P0418,1100418,7.111263,-75.535613,2,7
P0419,1100419,8.791276,-75.199160,2,9
P0420,1100420,4.311055,-74.648935,2,1
P0421,1100421,4.687532,-73.938134,1,1
P0422,1100422,,-74.761753,1,4
P0423,1100423,4.729457,-73.942991,1,1
P0424,1100424,4.782600,-74.071378,1,1
P0425,1100425,1.522810,-77.463671,2,8
P0426,1100426,1.198888,-77.591357,2,8
P0427,1100427,7.055541,-76.122025,2,7
P0428,1100428,10.402160,-75.502482,1,5
P0429,1100429,4.195630,-74.755353,2,1
P0430,1100430,6.131259,-75.577566,1,2
P0431,1100431,3.419682,-76.623060,1,3
P0432,1100432,1.236785,,2,8
P0433,1100433,,-75.522720,1,2
P0434,1100434,8.352368,-75.601040,2,9
P0435,1100435,,-74.158642,1,1
P0436,1100436,10.369217,-75.497446,1,5
P0437,1100437,1.784947,-77.562316,2,8
P0438,1100438,10.901801,-74.762951,1,4
P0439,1100439,6.362953,-75.529156,1,2
P0440,1100440,3.474117,-76.454116,1,3
P0441,1100441,3.448818,-76.515076,1,3
P0442,1100442,4.579449,-73.988036,1,1
P0443,1100443,4.632007,-74.028104,1,1
P0444,1100444,10.417672,-75.459554,1,5
P0445,1100445,,,2,7
P0446,1100446,,,1,3
P0447,1100447,10.389726,-75.591458,1,5
P0448,1100448,3.982410,-74.422761,2,1
P0449,1100449,6.355927,-75.632896,1,2
P0450,1100450,10.866318,-74.805574,1,4
P0451,1100451,10.952457,-74.705432,1,4
P0452,1100452,6.926809,-76.513530,2,7
P0453,1100453,6.947157,-75.505285,2,7
P0454,1100454,,,1,4
P0455,1100455,7.191039,-75.936990,2,7
P0456,1100456,8.360645,-75.311249,2,9
P0457,1100457,10.384199,-75.441924,1,5
P0458,1100458,6.282305,-75.661020,1,2
P0459,1100459,6.185062,-72.945290,2,6
P0460,1100460,10.894300,-74.792952,1,4
P0461,1100461,4.151637,-74.197569,2,1
P0462,1100462,10.345616,-75.491146,1,5
P0463,1100463,1.183924,-77.753811,2,8
P0464,1100464,10.372095,-75.535327,1,5
P0465,1100465,4.671675,-74.006095,1,1
P0466,1100466,0.000000,0.000000,1,5
P0467,1100467,11.024043,-74.911390,1,4
P0468,1100468,3.462317,-76.581734,1,3
P0469,1100469,4.665996,-73.996493,1,1
P0470,1100470,8.408594,-75.675849,2,7
P0471,1100471,0.000000,0.000000,2,1
P0472,1100472,8.581607,-75.708929,2,9
P0473,1100473,5.811506,-73.197097,2,6
P0474,1100474,10.956209,-74.803992,1,4
P0475,1100475,10.318623,-75.473529,1,5
P0476,1100476,8.446240,-75.797863,2,9
P0477,1100477,,,1,2
P0478,1100478,,,2,8
P0479,1100479,10.878505,-74.775806,1,4
P0480,1100480,3.411956,-76.604570,1,3
P0481,1100481,6.215811,-75.572468,1,2
P0482,1100482,"10°23'35.19""N","75°32'18.43""E",1,5
P0483,1100483,4.036203,-74.744958,2,1
P0484,1100484,3.405719,76.517232,1,3
P0485,1100485,4.704567,-74.080407,1,1
P0486,1100486,4.774849,-74.131945,1,1
P0487,1100487,10.426883,-75.533413,1,5
P0488,1100488,"4°45'13.76""N","74°07'31.76""E",1,1
P0489,1100489,3.570448,-76.462879,1,3
P0490,1100490,0.000000,0.000000,2,1
P0491,1100491,10.971055,-74.824064,1,4
P0492,1100492,0.000000,0.000000,2,6
P0493,1100493,4.530452,-74.046883,1,1
P0494,1100494,1.476928,-77.298068,2,8
P0495,1100495,6.150929,-75.570810,1,2
P0496,1100496,4.152823,-74.617851,2,1
P0497,1100497,4.685524,-74.251418,1,1
P0498,1100498,2.231317,-77.379472,2,8
P0499,1100499,1.872644,-77.292052,2,8
P0500,1100500,1.389906,-77.587545,2,8
P0501,1100501,3.471576,-76.478431,1,3
P0502,1100502,6.302614,-75.650654,1,2
P0503,1100503,5.870523,-72.770032,2,6
P0504,1100504,4.716655,-74.172623,1,1
P0505,1100505,8.742564,-75.698277,2,9
P0506,1100506,5.860098,-72.446913,2,6
P0507,1100507,6.682843,-75.438805,2,7
P0508,1100508,1.612835,-77.685861,2,8
P0509,1100509,8.776615,-75.250352,2,9
P0510,1100510,1.904136,-77.399633,2,8
P0511,1100511,,-75.540365,1,2
P0512,1100512,6.696167,-75.231868,2,7
P0513,1100513,6.189133,-75.572002,1,2
P0514,1100514,3.467332,-76.551988,1,3
P0515,1100515,11.026826,-74.824695,1,4
P0516,1100516,10.442674,-75.564621,1,5
P0517,1100517,6.271090,-75.559259,1,2
P0518,1100518,10.929017,-74.908093,1,4
P0519,1100519,3.457488,-76.493267,1,3
P0520,1100520,4.527207,-74.093386,1,1
P0521,1100521,4.628852,-74.009609,1,1
P0522,1100522,4.853779,-73.939633,1,1
P0523,1100523,5.461861,-73.011366,2,6
P0524,1100524,5.770477,-72.993513,2,6
P0525,1100525,10.933500,-74.879101,1,4
P0526,1100526,8.171785,-75.884959,2,9
P0527,1100527,,,1,1
P0528,1100528,4.558298,-73.914882,1,1
P0529,1100529,6.215589,-75.566456,1,2
P0530,1100530,,,2,1
P0531,1100531,4.652153,-74.124769,1,1
P0532,1100532,8.537152,-74.975381,2,9
P0533,1100533,8.238177,-75.484812,2,9
P0534,1100534,4.055736,-74.485666,2,1
P0535,1100535,6.529194,-75.393869,2,7
P0536,1100536,3.441695,-76.451849,1,3
P0537,1100537,3.814033,-74.512675,2,1
P0538,1100538,1.322534,-77.528668,2,8
P0539,1100539,10.911282,-74.851387,1,4
P0540,1100540,3.642961,-74.797458,2,1
P0541,1100541,8.237735,-75.535671,2,9
P0542,1100542,3.389495,-76.454499,1,3
P0543,1100543,6.280589,-75.554473,1,2
P0544,1100544,4.630396,-74.070583,1,1
P0545,1100545,1.470336,-77.322001,2,8
P0546,1100546,3.359271,-76.506434,1,3
P0547,1100547,4.225636,-74.337004,2,1
P0548,1100548,10.372412,-75.493516,1,5
P0549,1100549,4.750798,-73.993337,1,1
P0550,1100550,4.050207,-74.534143,2,1
P0551,1100551,3.485538,-76.562367,1,3
P0552,1100552,7.246532,-75.504270,2,7
P0553,1100553,6.222643,-75.545645,1,2
P0554,1100554,3.438271,-76.517669,1,3
P0555,1100555,6.298584,-73.434542,2,6
P0556,1100556,6.246593,-75.525048,1,2
P0557,1100557,7.488295,-75.736247,2,7
P0558,1100558,5.849175,-72.663472,2,6
P0559,1100559,6.250028,-75.607158,1,2
P0560,1100560,3.433586,-76.490281,1,3
P0561,1100561,6.723577,-74.651319,2,7
P0562,1100562,6.140310,-75.646868,1,2
P0563,1100563,4.656745,-74.072107,1,1
P0564,1100564,6.281532,-75.583063,1,2
P0565,1100565,4.490181,-74.000232,1,1
P0566,1100566,8.642878,-75.269612,2,9
P0567,1100567,,-72.642443,2,6
P0568,1100568,4.686103,-73.970727,1,1
P0569,1100569,11.006106,-74.714067,1,4
P0570,1100570,4.498450,-74.363367,2,1
P0571,1100571,4.061319,-74.429103,2,1
P0572,1100572,6.763410,-75.317350,2,7
P0573,1100573,4.806135,-74.113679,1,1
P0574,1100574,7.431958,-75.293962,2,7
P0575,1100575,6.282495,-75.484115,1,2
P0576,1100576,6.214314,-75.498060,1,2
P0577,1100577,5.657949,-73.469157,2,6
P0578,1100578,8.226051,-75.306610,2,9
P0579,1100579,4.761709,-74.163440,1,1
P0580,1100580,3.467485,-76.581917,1,3
P0581,1100581,1.200592,-77.535024,2,8
P0582,1100582,10.445905,-75.479051,1,5
P0583,1100583,6.172336,-75.585534,1,2
P0584,1100584,4.582593,-74.249696,1,1
P0585,1100585,4.723109,-74.172693,1,1
P0586,1100586,10.995155,-74.805640,1,4
P0587,1100587,4.180275,-74.267040,2,1
P0588,1100588,4.680293,-74.007817,1,1
P0589,1100589,6.943927,-75.329057,2,7
P0590,1100590,6.913371,75.080077,2,7
P0591,1100591,4.578265,-73.904190,1,1
P0592,1100592,4.561330,-73.989574,1,1
P0593,1100593,10.406766,-75.501159,1,5
P0594,1100594,3.440108,-76.425717,1,3
P0595,1100595,3.371066,-74.723594,2,1
P0596,1100596,6.239874,-75.676164,1,2
P0597,1100597,10.407219,-75.469000,1,5
P0598,1100598,3.382996,-76.479709,1,3
P0599,1100599,5.579831,-73.056211,2,6
P0600,1100600,1.407491,-78.145456,2,8
P0601,1100601,1.789599,-77.396901,2,8
P0602,1100602,3.421775,-76.598709,1,3
P0603,1100603,4.643580,-74.186773,1,1
P0604,1100604,,,1,4
P0605,1100605,,,1,1
P0606,1100606,11.070491,-74.791134,1,4
P0607,1100607,10.403574,-75.445584,1,5
P0608,1100608,10.891345,-74.789197,1,4
P0609,1100609,6.327774,-75.634191,1,2
P0610,1100610,10.924851,,1,4
P0611,1100611,4.633029,-73.993033,1,1
P0612,1100612,10.412236,-75.487799,1,5
P0613,1100613,10.963516,-74.778717,1,4
P0614,1100614,10.438826,-75.527100,1,5
P0615,1100615,14.35005,-75.784098,2,9
