id_panel,consecutivo,latitud,longitud,zona,region
P0065,3160061,7.318365,-75.579972,2,7
P0066,3160062,4.663949,-74.174663,1,1
P0067,3160063,"10°22'12.23""N","75°27'58.63""E",1,5
P0068,3160064,6.588224,-75.921857,2,7
P0069,3160065,8.361579,-75.654677,2,9
P0070,3160066,6.218500,-75.531156,1,2
P0071,3160067,14.56188,-74.696848,1,4
P0072,3160068,8.788217,-75.509505,2,9
P0073,3160069,,,1,2
P0075,3160070,3.473831,-76.517973,1,3
P0076,3160071,7.204737,-75.624192,2,7
P0077,3160072,6.290156,-75.581220,1,2
P0078,3160073,,,1,5
P0079,3160074,8.534589,-75.135884,2,9
P0080,3160075,7.368573,-75.560175,2,7
P0081,3160076,10.955981,-74.758654,1,4
P0082,3160077,3.481807,-76.565908,1,3
P0083,3160078,1.369474,-77.319558,2,8
P0084,3160079,4.718085,-73.984292,1,1
P0085,3160080,5.679126,-72.786053,2,6
P0086,3160081,3.539702,-76.534109,1,3
P0087,3160082,4.599608,-74.022944,1,1
P0088,3160083,6.179186,-75.533447,1,2
P0089,3160084,7.433720,-75.861444,2,7
P0090,3160085,6.259844,-75.516594,1,2
P0091,3160086,3.513795,-76.535657,1,3
P0092,3160087,5.878613,-73.457112,2,6
P0093,3160088,8.049639,-76.192005,2,9
P0094,3160089,6.312099,-75.635247,1,2
P0095,3160090,4.724236,-74.062658,1,1
P0096,3160091,7.179553,-75.672560,2,7
P0097,3160092,8.616298,-75.534469,2,9
P0098,3160093,5.680552,-73.100468,2,6
P0099,3160094,6.674121,-75.240147,2,7
P0100,3160095,4.578740,-74.204478,1,1
P0101,3160096,10.337812,-75.529143,1,5
P0102,3160097,13.79935,-75.156260,2,9
P0103,3160098,"8°34'9.90""N","75°39'27.63""E",2,9
P0104,3160099,4.130285,-74.822128,2,1
P0105,3160100,1.414144,-77.854868,2,8
P0106,3160101,4.652057,-74.162905,1,1
P0107,3160102,5.708712,-73.207997,2,6
P0108,3160103,,,1,4
P0110,3160104,0.000000,0.000000,1,1
P0111,3160105,3.477578,-76.567586,1,3
P0113,3160106,3.736675,-74.698230,2,1
P0114,3160107,4.708076,-74.086906,1,1
P0115,3160108,,-75.002816,2,1
P0116,3160109,1.658087,-77.177158,2,8
P0118,3160110,6.266632,-75.617588,1,2
P0119,3160111,6.343928,-75.588663,1,2
P0120,3160112,4.674161,-74.002253,1,1
P0121,3160113,8.784681,-75.737425,2,9
P0122,3160114,8.504425,-74.974220,2,9
P0123,3160115,7.415059,-75.427468,2,7
P0124,3160116,8.555603,-75.650195,2,9
P0125,3160117,5.550379,-72.956899,2,6
P0126,3160118,"6°10'58.88""N","75°33'12.64""E",1,2
P0128,3160119,3.976798,-74.473830,2,1
P0129,3160120,6.285854,-75.555050,1,2
P0130,3160121,3.425260,-76.556778,1,3
P0131,3160122,6.282780,-75.588609,1,2
P0132,3160123,3.824384,-73.860844,2,1
P0133,3160124,6.367796,-75.547015,1,2
P0134,3160125,,,1,1
P0137,3160126,8.906279,-75.322336,2,9
P0139,3160127,10.390008,-75.539515,1,5
P0140,3160128,4.660644,-74.012949,1,1
P0141,3160129,8.487666,-75.507592,2,9
P0142,3160130,3.454643,-76.485707,1,3
P0143,3160131,7.338608,-75.768972,2,7
P0144,3160132,10.447046,-75.524987,1,5
P0145,3160133,6.147137,-72.603513,2,6
P0146,3160134,4.254393,-74.400183,2,1
P0148,3160135,6.246048,-75.660867,1,2
P0149,3160136,,,2,7
P0151,3160137,6.170106,-75.592192,1,2
P0152,3160138,8.097068,-75.579286,2,9
P0153,3160139,3.479799,-76.499920,1,3
P0154,3160140,10.462761,-75.530503,1,5
P0155,3160141,4.595410,-74.184623,1,1
P0156,3160142,4.687848,-73.954724,1,1
P0157,3160143,3.387876,-76.544245,1,3
P0158,3160144,4.652525,-74.202757,1,1
P0159,3160145,,,1,5
P0160,3160146,10.996805,-74.820612,1,4
P0161,3160147,3.431600,-76.621123,1,3
P0163,3160148,4.814677,-74.060110,1,1
P0164,3160149,5.705109,-72.987820,2,6
P0165,3160150,6.657819,-75.650634,2,7
P0166,3160151,6.932245,-75.138471,2,7
P0167,3160152,6.093662,-72.667674,2,6
P0168,3160153,4.593587,-74.920931,2,1
P0170,3160154,10.899422,-74.805617,1,4
P0171,3160155,3.429270,-76.507616,1,3
P0172,3160156,4.626606,-74.034674,1,1
P0173,3160157,1.984515,-77.771055,2,8
P0175,3160158,10.984041,-74.756283,1,4
P0176,3160159,3.682495,-74.494523,2,1
P0177,3160160,7.444959,-75.769001,2,7
P0178,3160161,6.911116,-74.753853,2,7
P0179,3160162,6.094271,-73.211242,2,6
P0180,3160163,8.573780,-75.878688,2,9
P0181,3160164,8.229560,-75.434854,2,9
P0182,3160165,,-74.977484,2,1
P0183,3160166,4.643363,-74.220343,1,1
P0184,3160167,,,2,8
P0185,3160168,4.385406,-74.541500,2,1
P0186,3160169,"4°39'43.27""N","74°07'48.66""E",1,1
P0187,3160170,4.614707,-73.954800,1,1
P0188,3160171,4.595523,-74.041109,1,1
P0189,3160172,6.255748,-75.489470,1,2
P0190,3160173,1.498688,-77.626692,2,8
P0191,3160174,10.393655,-75.540872,1,5
P0192,3160175,1.652964,-77.588295,2,8
P0194,3160176,5.990491,-73.362537,2,6
P0195,3160177,4.302110,-74.472000,2,1
P0196,3160178,0.000000,0.000000,2,7
P0198,3160179,6.184302,-75.575614,1,2
P0199,3160180,4.624346,-74.093004,1,1
P0200,3160181,8.259162,-75.499723,2,9
P0201,3160182,3.485745,-76.514792,1,3
P0202,3160183,1.652894,-77.702655,2,8
P0203,3160184,4.619056,-74.176479,1,1
P0204,3160185,,,1,1
P0205,3160186,,,2,9
P0206,3160187,,-75.729337,2,9
P0207,3160188,5.652158,-73.005554,2,6
P0208,3160189,4.624665,-74.019339,1,1
P0209,3160190,10.365300,-75.546022,1,5
P0210,3160191,10.925783,74.752981,1,4
P0211,3160192,10.929050,-74.714708,1,4
P0212,3160193,1.883276,77.538216,2,8
P0213,3160194,4.138638,-74.090769,2,1
P0214,3160195,6.304174,-75.670837,1,2
P0215,3160196,6.020029,-73.259736,2,6
P0216,3160197,3.770199,-74.533245,2,1
P0217,3160198,1.186024,-77.464751,2,8
P0218,3160199,8.010776,-75.628176,2,9
P0219,3160200,3.472955,-73.921601,2,1
P0220,3160201,3.387158,-76.465112,1,3
P0221,3160202,4.724190,-74.186719,1,1
P0222,3160203,1.545767,-77.162802,2,8
P0223,3160204,1.423847,-77.371934,2,8
P0225,3160205,4.629984,-74.117361,1,1
P0226,3160206,8.173463,-75.970194,2,9
P0228,3160207,,,1,1
P0229,3160208,4.670807,-73.919841,1,1
P0230,3160209,4.541036,-73.928420,1,1
P0231,3160210,6.582231,-75.140852,2,7
P0232,3160211,,-74.581470,2,1
P0233,3160212,4.696889,-73.904623,1,1
P0234,3160213,6.299143,-75.524946,1,2
P0235,3160214,"8°27'11.18""N","75°55'59.66""E",2,9
P0236,3160215,3.344255,-76.554839,1,3
P0237,3160216,6.976850,-75.097761,2,7
P0238,3160217,11.017933,-74.841956,1,4
P0239,3160218,6.263252,-75.506448,1,2
P0240,3160219,6.977310,-75.758858,2,7
P0241,3160220,5.338854,-72.760654,2,6
P0243,3160221,3.478055,-76.546411,1,3
P0244,3160222,10.937890,-74.772261,1,4
P0245,3160223,5.783275,-73.163541,2,6
P0246,3160224,10.352927,-75.500036,1,5
P0247,3160225,3.913654,-74.572888,2,1
P0248,3160226,1.377096,-77.199592,2,8
P0249,3160227,8.347674,75.226633,2,9
P0250,3160228,4.597961,-74.194774,1,1
P0251,3160229,4.550840,-74.125196,1,1
P0252,3160230,4.667450,-74.182236,1,1
P0253,3160231,8.239674,-75.844031,2,9
P0255,3160232,10.893136,-74.799345,1,4
P0256,3160233,10.913955,-74.746910,1,4
P0257,3160234,"4°38'49.36""N","74°09'16.58""E",1,1
P0258,3160235,6.916604,-75.381197,2,7
P0259,3160236,6.233236,-75.554239,1,2
P0260,3160237,6.116919,-75.721409,2,7
P0261,3160238,6.126353,-75.563837,1,2
P0262,3160239,,-74.451491,2,1
P0263,3160240,6.234339,-75.597018,1,2
P0264,3160241,3.418864,-76.536785,1,3
P0265,3160242,3.441218,-76.521641,1,3
P0266,3160243,,,1,2
P0267,3160244,7.107211,-75.184144,2,7
P0268,3160245,3.448024,-76.452191,1,3
P0269,3160246,3.759397,-74.889286,2,1
P0270,3160247,,,1,3
P0272,3160248,6.186691,-75.539673,1,2
P0273,3160249,6.428712,-75.508658,2,7
P0274,3160250,4.600569,-73.926673,1,1
P0275,3160251,4.481325,,1,1
P0276,3160252,6.180417,-75.427084,1,2
P0277,3160253,6.280216,-75.449006,1,2
P0278,3160254,4.623838,-74.044237,1,1
P0281,3160255,,,1,2
P0282,3160256,3.445170,-76.493485,1,3
P0284,3160257,,,1,2
P0285,3160258,6.009539,-73.309411,2,6
P0286,3160259,4.522553,-73.911094,1,1
P0287,3160260,1.771523,-77.039482,2,8
P0288,3160261,4.619054,-74.050472,1,1
P0289,3160262,6.608977,-75.554217,2,7
P0290,3160263,7.357366,-75.028814,2,7
P0291,3160264,"10°23'41.99""N","75°26'51.85""E",1,5
P0292,3160265,6.244045,-75.603353,1,2
P0293,3160266,3.447089,-76.522081,1,3
P0294,3160267,4.550382,-74.163156,1,1
P0295,3160268,6.096589,-72.597035,2,6
P0296,3160269,8.270091,-75.131350,2,9
P0297,3160270,4.455351,-74.144308,1,1
P0298,3160271,"1°15'46.56""N","77°47'4.15""E",2,8
P0299,3160272,3.818035,-73.808277,2,1
P0300,3160273,1.715317,-77.380695,2,8
P0301,3160274,4.573516,-74.191763,1,1
P0302,3160275,4.563449,-74.133868,1,1
P0303,3160276,4.685871,-74.183819,1,1
P0304,3160277,11.037890,-74.754607,1,4
P0305,3160278,8.651369,-76.143478,2,9
P0306,3160279,10.975059,-74.858508,1,4
P0307,3160280,4.655444,-73.966657,1,1
P0309,3160281,10.954977,-74.845808,1,4
P0310,3160282,4.783532,-74.253059,1,1
P0311,3160283,5.991166,-73.195886,2,6
P0312,3160284,0.000000,0.000000,1,5
P0313,3160285,10.902755,-74.725165,1,4
P0314,3160286,6.222108,-75.576653,1,2
P0315,3160287,6.241593,-75.641488,1,2
P0316,3160288,4.734236,-74.070690,1,1
P0317,3160289,11.035223,-74.806112,1,4
P0318,3160290,8.482378,-75.900923,2,9
P0319,3160291,4.654489,-74.043081,1,1
P0320,3160292,1.728568,-77.112503,2,8
P0321,3160293,4.641220,-74.070965,1,1
P0324,3160294,8.673511,-75.728511,2,9
P0325,3160295,1.610738,-77.243380,2,8
P0326,3160296,0.000000,0.000000,2,9
P0327,3160297,6.186759,-75.548167,1,2
P0328,3160298,4.722722,-74.168842,1,1
P0329,3160299,3.390827,-76.525785,1,3
P0330,3160300,1.515762,-78.017699,2,8
P0331,3160301,,,2,9
P0332,3160302,6.240788,-75.521390,1,2
P0333,3160303,6.885935,-75.690813,2,7
P0334,3160304,4.651579,-74.147727,1,1
P0335,3160305,4.651332,-74.152046,1,1
P0336,3160306,4.637243,-74.091911,1,1
P0337,3160307,3.389974,-76.480666,1,3
P0338,3160308,4.664261,-73.996089,1,1
P0339,3160309,10.927237,-74.756268,1,4
P0340,3160310,5.966908,,2,6
P0341,3160311,8.740445,-75.489302,2,9
P0342,3160312,4.497272,-74.185202,1,1
P0343,3160313,5.593667,-73.216420,2,6
P0344,3160314,4.503176,-74.011370,1,1
P0345,3160315,4.562063,-74.169104,1,1
P0346,3160316,10.350411,-75.512704,1,5
P0347,3160317,4.743573,-74.130874,1,1
P0348,3160318,6.229677,-75.423512,1,2
P0349,3160319,6.182952,-75.610317,1,2
P0351,3160320,4.776648,-74.080668,1,1
P0353,3160321,4.622496,-74.124621,1,1
P0354,3160322,6.934976,-75.505869,2,7
P0355,3160323,4.676418,-74.016459,1,1
P0356,3160324,10.969840,-74.814889,1,4
P0357,3160325,6.318380,-72.735449,2,6
P0358,3160326,8.152009,-75.365096,2,9
P0359,3160327,6.335533,-75.627408,1,2
P0360,3160328,6.284921,-75.580380,1,2
P0361,3160329,5.214897,-72.996068,2,6
P0362,3160330,3.877228,-74.529218,2,1
P0363,3160331,8.761892,-75.648539,2,9
P0364,3160332,4.677072,-74.054189,1,1
P0365,3160333,10.870160,-74.817677,1,4
P0366,3160334,3.526524,-76.455293,1,3
P0367,3160335,8.777400,-75.876350,2,9
P0368,3160336,6.180726,-75.490937,1,2
P0369,3160337,3.612065,74.331931,2,1
P0370,3160338,3.489827,-76.487844,1,3
P0371,3160339,10.952786,-74.814035,1,4
P0372,3160340,10.967640,-74.833907,1,4
P0374,3160341,3.496720,-76.475190,1,3
P0375,3160342,7.252196,-75.788885,2,7
P0376,3160343,1.948015,-77.272339,2,8
P0377,3160344,6.167658,-75.597079,1,2
P0378,3160345,10.406634,-75.537887,1,5
P0379,3160346,7.000109,-75.574844,2,7
P0380,3160347,10.969008,-74.737975,1,4
P0381,3160348,4.666343,-74.114137,1,1
P0383,3160349,6.297006,-75.564426,1,2
P0384,3160350,3.454119,-76.503877,1,3
P0385,3160351,,-72.824566,2,6
P0386,3160352,10.342897,-75.484287,1,5
P0387,3160353,13.88055,-74.986376,2,7
P0388,3160354,4.394970,-74.436765,2,1
P0389,3160355,6.164262,-75.540203,1,2
P0390,3160356,4.756185,-74.090339,1,1
P0391,3160357,6.234197,-75.637246,1,2
P0392,3160358,5.929941,-72.869919,2,6
P0393,3160359,10.899478,-74.844979,1,4
P0394,3160360,4.483583,-74.480598,2,1
P0395,3160361,11.032338,-74.829795,1,4
P0398,3160362,3.434064,-74.650625,2,1
P0399,3160363,10.971797,-74.716073,1,4
P0400,3160364,7.378511,-75.313244,2,7
P0401,3160365,6.007865,-73.290753,2,6
P0402,3160366,,,1,2
P0404,3160367,6.192158,-75.581730,1,2
P0405,3160368,1.552316,-77.061349,2,8
P0406,3160369,3.501426,-76.473398,1,3
P0408,3160370,3.438020,-76.530192,1,3
P0409,3160371,4.648302,-74.082876,1,1
P0410,3160372,0.000000,0.000000,2,9
P0411,3160373,10.899599,-74.880588,1,4
P0412,3160374,4.677042,-74.130154,1,1
P0413,3160375,3.524949,-76.452364,1,3
P0414,3160376,3.419718,-76.619475,1,3
P0416,3160377,4.359781,-74.873943,2,1
P0417,3160378,3.452519,-76.503069,1,3
P0418,3160379,7.080434,-75.583237,2,7
P0419,3160380,8.790713,-75.197931,2,9
P0420,3160381,4.311636,-74.648584,2,1
P0421,3160382,4.687344,-73.938546,1,1
P0422,3160383,10.973176,-74.762184,1,4
P0423,3160384,4.728900,-73.943228,1,1
P0424,3160385,4.769736,-74.041728,1,1
P0425,3160386,1.522931,-77.464133,2,8
P0426,3160387,1.158709,-77.596583,2,8
P0427,3160388,7.055771,-76.121411,2,7
P0428,3160389,10.402911,-75.502698,1,5
P0430,3160390,,-75.577536,1,2
P0431,3160391,3.419679,-76.623591,1,3
P0432,3160392,1.236795,-77.891087,2,8
P0433,3160393,6.115376,-75.522941,1,2
P0434,3160394,,-75.601130,2,9
P0435,3160395,4.685960,-74.158941,1,1
P0436,3160396,10.369301,-75.497183,1,5
P0438,3160397,10.902192,-74.763653,1,4
P0439,3160398,6.363049,-75.529247,1,2
P0440,3160399,3.474347,-76.454149,1,3
P0441,3160400,3.449076,-76.514899,1,3
P0442,3160401,4.518533,,1,1
P0443,3160402,4.585719,73.980859,1,1
P0445,3160403,6.873612,,2,7
P0446,3160404,3.536551,-76.493167,1,3
P0447,3160405,10.386778,-75.568893,1,5
P0448,3160406,3.960284,-74.484860,2,1
P0449,3160407,6.355977,-75.632836,1,2
P0450,3160408,10.873408,-74.820120,1,4
P0451,3160409,10.903769,-74.745079,1,4
P0452,3160410,6.926383,-76.512834,2,7
P0453,3160411,6.945331,-75.491114,2,7
P0454,3160412,11.046203,-74.786710,1,4
P0455,3160413,7.191984,-75.936774,2,7
P0456,3160414,8.388226,-75.330106,2,9
P0457,3160415,10.401910,-75.508036,1,5
P0458,3160416,6.282273,-75.660258,1,2
P0459,3160417,6.184976,-72.945500,2,6
P0460,3160418,10.893566,-74.792559,1,4
P0461,3160419,4.151644,-74.197818,2,1
P0462,3160420,10.353662,-75.477811,1,5
P0464,3160421,10.372097,-75.536008,1,5
P0465,3160422,4.663955,-74.069677,1,1
P0466,3160423,10.432067,-75.489662,1,5
P0467,3160424,"11°01'28.88""N","74°54'39.39""E",1,4
P0468,3160425,3.462141,-76.581323,1,3
P0469,3160426,,-73.995986,1,1
P0470,3160427,8.408629,-75.676145,2,7
P0471,3160428,,-74.702344,2,1
P0472,3160429,,-75.709048,2,9
P0474,3160430,10.956486,-74.803374,1,4
P0475,3160431,10.318566,-75.473413,1,5
P0476,3160432,8.446411,-75.798140,2,9
P0477,3160433,6.219171,-75.515020,1,2
P0478,3160434,0.876542,-77.434873,2,8
P0479,3160435,10.879900,-74.811268,1,4
P0480,3160436,3.382425,-76.576319,1,3
P0481,3160437,6.191653,-75.562647,1,2
P0482,3160438,,,1,5
P0483,3160439,4.035551,74.744951,2,1
P0484,3160440,3.406161,-76.517904,1,3
P0485,3160441,4.704102,-74.080802,1,1
P0486,3160442,,,1,1
P0487,3160443,10.426669,-75.533130,1,5
P0488,3160444,4.754425,-74.125406,1,1
P0489,3160445,3.570610,-76.462280,1,3
P0490,3160446,4.140103,74.336421,2,1
P0491,3160447,10.971381,-74.824061,1,4
P0493,3160448,4.530627,-74.047426,1,1
P0494,3160449,1.479090,-77.269771,2,8
P0495,3160450,6.150900,-75.570744,1,2
P0496,3160451,4.152682,74.617668,2,1
P0497,3160452,4.685358,-74.251413,1,1
P0500,3160453,1.384570,-77.588355,2,8
P0501,3160454,3.471059,-76.477965,1,3
P0502,3160455,6.302620,-75.649880,1,2
P0503,3160456,5.869565,-72.769924,2,6
P0504,3160457,4.694485,-74.145757,1,1
P0505,3160458,8.742889,-75.698097,2,9
P0506,3160459,5.857311,-72.457747,2,6
P0507,3160460,6.708694,-75.436691,2,7
P0509,3160461,8.777101,-75.250322,2,9
P0510,3160462,1.904558,-77.399863,2,8
P0511,3160463,6.233340,-75.507223,1,2
P0512,3160464,6.696477,-75.231367,2,7
P0513,3160465,,-75.571877,1,2
P0514,3160466,3.467065,-76.552529,1,3
P0515,3160467,14.58628,-74.824795,1,4
P0516,3160468,10.442714,-75.564358,1,5
P0517,3160469,6.270877,-75.558943,1,2
P0518,3160470,10.928793,-74.908309,1,4
P0519,3160471,3.463011,76.496013,1,3
P0520,3160472,4.526850,-74.093172,1,1
P0521,3160473,4.628756,-74.009467,1,1
P0522,3160474,4.854044,-73.939654,1,1
P0523,3160475,,,2,6
P0524,3160476,5.770493,-72.993717,2,6
P0525,3160477,10.933472,-74.879672,1,4
P0526,3160478,8.170919,-75.885555,2,9
P0527,3160479,4.564358,-74.073037,1,1
P0528,3160480,4.558715,-73.914471,1,1
P0529,3160481,6.215461,-75.567849,1,2
P0530,3160482,4.089828,-74.318172,2,1
P0531,3160483,4.653051,-74.124381,1,1
P0532,3160484,8.546672,-74.969210,2,9
P0533,3160485,8.261549,-75.462566,2,9
P0534,3160486,4.055960,-74.486145,2,1
P0535,3160487,6.578408,-75.401924,2,7
P0536,3160488,3.441237,-76.451439,1,3
P0537,3160489,3.814866,-74.512903,2,1
P0538,3160490,1.332560,-77.481035,2,8
P0539,3160491,10.856143,-74.855617,1,4
P0540,3160492,3.642784,-74.797442,2,1
P0541,3160493,8.237926,-75.536404,2,9
P0542,3160494,3.388717,-76.454607,1,3
P0543,3160495,6.280597,-75.554253,1,2
P0544,3160496,4.630682,-74.070161,1,1
P0545,3160497,1.470492,-77.321843,2,8
P0546,3160498,,,1,3
P0547,3160499,4.224943,-74.336490,2,1
P0548,3160500,10.372497,-75.493094,1,5
P0549,3160501,4.750464,-73.993988,1,1
P0550,3160502,,-74.533691,2,1
P0551,3160503,3.485846,-76.562019,1,3
P0552,3160504,7.247447,-75.490134,2,7
P0553,3160505,6.222764,-75.546053,1,2
P0555,3160506,6.233858,-73.453889,2,6
P0556,3160507,6.246183,75.525178,1,2
P0557,3160508,7.488120,-75.736270,2,7
P0558,3160509,5.849794,-72.663316,2,6
P0559,3160510,6.280591,-75.579761,1,2
P0560,3160511,,,1,3
P0561,3160512,6.660211,-74.627936,2,7
P0562,3160513,6.141549,-75.647196,1,2
P0563,3160514,4.656566,-74.072006,1,1
P0565,3160515,4.511661,-73.942551,1,1
P0567,3160516,,,2,6
P0568,3160517,4.686155,-73.970823,1,1
P0569,3160518,11.046366,-74.743608,1,4
P0570,3160519,4.498213,-74.363272,2,1
P0571,3160520,4.061750,74.429125,2,1
P0572,3160521,6.763607,-75.317780,2,7
P0573,3160522,4.806541,-74.113116,1,1
P0574,3160523,7.431625,-75.293953,2,7
P0575,3160524,6.282369,-75.483610,1,2
P0576,3160525,6.214287,-75.498130,1,2
P0577,3160526,5.684383,-73.515661,2,6
P0579,3160527,4.761527,-74.162862,1,1
P0580,3160528,3.460290,-76.585247,1,3
P0581,3160529,1.233394,-77.518650,2,8
P0582,3160530,10.446095,-75.480037,1,5
P0583,3160531,,-75.597185,1,2
P0584,3160532,4.613641,-74.200362,1,1
P0586,3160533,11.044091,-74.815224,1,4
P0587,3160534,4.180039,-74.267948,2,1
P0588,3160535,4.731858,-74.042500,1,1
P0590,3160536,6.912817,-75.079791,2,7
P0592,3160537,4.561663,-73.988989,1,1
P0593,3160538,10.406907,-75.501562,1,5
P0594,3160539,3.439227,-76.425492,1,3
P0595,3160540,3.362218,-74.710117,2,1
P0596,3160541,6.239790,-75.675477,1,2
P0598,3160542,,,1,3
P0599,3160543,5.579763,-73.056961,2,6
P0600,3160544,1.407454,-78.145769,2,8
P0601,3160545,1.789848,-77.396439,2,8
P0602,3160546,3.421934,-76.599169,1,3
P0603,3160547,4.643378,-74.187533,1,1
P0605,3160548,4.617034,-73.955205,1,1
P0607,3160549,10.403912,-75.445650,1,5
P0608,3160550,10.890469,74.789701,1,4
P0609,3160551,6.327810,75.634708,1,2
P0610,3160552,10.925219,-74.853189,1,4
P0611,3160553,4.633214,-73.993309,1,1
P0612,3160554,10.412539,-75.487825,1,5
P0613,3160555,10.964349,-74.779054,1,4
P0615,3160556,8.336560,-75.783332,2,9
P0616,3160557,6.614485,-75.611038,2,7
P0617,3160558,10.355681,-75.521991,1,5
P0619,3160559,10.342131,-75.467459,1,5
P0620,3160560,6.210869,-75.717553,1,2
P0621,3160561,7.327645,-75.525554,2,7
P0622,3160562,10.434214,-75.452681,1,5
P0623,3160563,6.252661,-75.521168,1,2
P0624,3160564,4.665340,-73.973982,1,1
P0625,3160565,5.868483,-73.781372,2,6
P0626,3160566,,,2,8
P0627,3160567,6.189154,-75.568606,1,2
P0628,3160568,"5°31'5.62""N","72°51'14.47""E",2,6
P0630,3160569,3.432432,-76.478998,1,3
P0631,3160570,5.536839,-72.742902,2,6
P0632,3160571,6.673917,-75.638527,2,7
P0633,3160572,3.370159,-76.600292,1,3
P0634,3160573,4.584819,-74.080349,1,1
P0635,3160574,3.375608,-76.531246,1,3
P0636,3160575,10.922518,-74.832937,1,4
P0637,3160576,9.074713,-75.467882,2,9
P0638,3160577,8.468380,-75.749638,2,9
P0639,3160578,4.668181,-74.005865,1,1
P0640,3160579,1.696423,-77.648592,2,8
P0641,3160580,4.601467,-74.001412,1,1
P0642,3160581,6.292817,-75.569921,1,2
P0643,3160582,6.316570,-75.567892,1,2
P0644,3160583,4.769667,-74.047890,1,1
P0645,3160584,6.798845,-75.782081,2,7
P0646,3160585,6.263661,-75.627164,1,2
P0647,3160586,5.748294,-73.204522,2,6
P0648,3160587,6.721434,-75.036322,2,7
P0649,3160588,4.666955,-74.064274,1,1
P0650,3160589,10.975121,-74.869313,1,4
P0651,3160590,3.546609,-76.481615,1,3
P0652,3160591,4.601466,-74.048959,1,1
P0653,3160592,8.366668,-75.568571,2,9
P0654,3160593,3.960067,-74.213697,2,1
P0656,3160594,4.572874,-74.097413,1,1
P0657,3160595,1.468624,-77.326808,2,8
P0658,3160596,4.606916,-73.963392,1,1
P0659,3160597,6.184711,-75.568905,1,2
P0660,3160598,1.940343,-77.333279,2,8
P0661,3160599,10.388850,-75.533748,1,5
P0662,3160600,5.892828,-72.638503,2,6
P0663,3160601,1.485193,-77.328204,2,8
P0664,3160602,2.018046,-77.358224,2,8
P0665,3160603,7.023345,-75.902149,2,7
P0666,3160604,4.535844,-74.188673,1,1
P0667,3160605,4.682746,-74.166205,1,1
P0668,3160606,6.330159,-75.677212,1,2
P0669,3160607,10.958652,-74.894035,1,4
P0670,3160608,,,2,1
P0671,3160609,6.108381,-73.489740,2,6
P0672,3160610,5.402730,-73.034677,2,6
P0673,3160611,3.468347,-76.428597,1,3
P0674,3160612,1.486631,-77.482015,2,8
P0675,3160613,10.463403,-75.511066,1,5
P0676,3160614,"7°46'19.74""N","75°38'36.37""E",2,9
P0677,3160615,6.374768,-75.467843,1,2
P0678,3160616,8.551238,-75.448378,2,9
